Month,Export Loaded TEUs,Import Loaded TEUs,Export Empty TEUs,Import Empty TEUs,Total TEUs,Total Loaded TEUs,Total Empty TEUs,Port,Total Rail Lifts,Container Tons,Auto Tons,Ro/Ro Tons (excl. autos),Forest Products (Break Bulk),Steel & other metals Break Bulk Tons,other Break Bulk Tons,Total General Cargo Tons,Total Containers,Import Auto Units,Export Auto Units,Total Auto UNITS,Import Ro/Ro Tons,Export Ro/Ro Tons,Month,Origin BEA Area,Total Weight in Tons,year
Jan 2024,104724,342790,217878,1954,667346,447514,219832,NY NJ,53013.0,,,,,,,,,,,,,,8.0,"Los Angeles-Riverside-Orange County, CA-AZ",202169.0,2021.0
Feb 2024,101636,332239,196213,2365,632453,433875,198578,NY NJ,52948.0,,,,,,,,,,,,,,8.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",153635.0,2021.0
Mar 2024,117893,353261,228312,2143,701609,471154,230455,NY NJ,54860.0,,,,,,,,,,,,,,8.0,"Norfolk-Virginia Beach-Newport News, VA-NC",18210.0,2021.0
Apr 2024,121847,349754,235500,2330,709431,471601,237830,NY NJ,53547.0,,,,,,,,,,,,,,8.0,"Portland-Salem, OR-WA",119069.0,2021.0
May 2024,124801,413794,250070,2054,790719,538595,252124,NY NJ,54641.0,,,,,,,,,,,,,,8.0,San Antonio (Part of Long Beach/LA),556094.0,2021.0
Jun 2024,112663,366030,228575,1640,708908,478693,230215,NY NJ,52474.0,,,,,,,,,,,,,,8.0,"San Francisco-Oakland-San Jose, CA",79897.0,2021.0
Jul 2024,112175,422113,269026,2602,805916,534288,271628,NY NJ,56525.0,,,,,,,,,,,,,,8.0,"Savannah, GA-SC",20332.0,2021.0
Aug 2024,116628,395555,276222,2354,790759,512183,278576,NY NJ,57053.0,,,,,,,,,,,,,,8.0,"Washington-Baltimore, DC-MD-VA-WV-PA",54730.0,2021.0
Sep 2024,118632,381383,277247,2069,779331,500015,279316,NY NJ,52563.0,,,,,,,,,,,,,,9.0,"Charleston-North Charleston, SC",10478.0,2021.0
Oct 2024,87407,380193,235521,1150,704271,467600,236671,NY NJ,46583.0,,,,,,,,,,,,,,9.0,Everglades (Part of Fort Lauderdale/Miami),39701.0,2021.0
Jan 2001,43805,30124,7326,12618,93873,73929,19944,Houston,,,,,,,,,,,,,,,9.0,"Los Angeles, CA",873022.0,2021.0
Feb 2001,35939,24118,4293,7823,72173,60057,12116,Houston,,,,,,,,,,,,,,,9.0,"Los Angeles-Riverside-Orange County, CA-AZ",201745.0,2021.0
Mar 2001,47183,31747,4698,9749,93377,78930,14447,Houston,,,,,,,,,,,,,,,9.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",178596.0,2021.0
Apr 2001,40249,26965,6298,13525,87037,67214,19823,Houston,,,,,,,,,,,,,,,9.0,"Norfolk-Virginia Beach-Newport News, VA-NC",14657.0,2021.0
May 2001,41678,27374,6406,11932,87390,69052,18338,Houston,,,,,,,,,,,,,,,9.0,"Portland-Salem, OR-WA",115633.0,2021.0
Jun 2001,39808,28902,7153,12398,88261,68710,19551,Houston,,,,,,,,,,,,,,,9.0,San Antonio (Part of Long Beach/LA),453016.0,2021.0
Jul 2001,36760,31750,7916,8108,84534,68510,16024,Houston,,,,,,,,,,,,,,,9.0,"San Francisco-Oakland-San Jose, CA",90680.0,2021.0
Aug 2001,41786,26586,7843,14172,90387,68372,22015,Houston,,,,,,,,,,,,,,,9.0,"Savannah, GA-SC",23230.0,2021.0
Sep 2001,40546,26534,6664,11414,85158,67080,18078,Houston,,,,,,,,,,,,,,,9.0,"Washington-Baltimore, DC-MD-VA-WV-PA",44988.0,2021.0
Oct 2001,49729,28046,9886,11172,98833,77775,21058,Houston,,,,,,,,,,,,,,,10.0,"Charleston-North Charleston, SC",12930.0,2021.0
Nov 2001,42539,28714,8125,12854,92232,71253,20979,Houston,,,,,,,,,,,,,,,10.0,Everglades (Part of Fort Lauderdale/Miami),46349.0,2021.0
Dec 2001,42054,30890,9875,15527,98346,72944,25402,Houston,,,,,,,,,,,,,,,10.0,"Los Angeles, CA",897358.0,2021.0
Jan 2002,39529,24443,7618,10915,82505,63972,18533,Houston,,,,,,,,,,,,,,,10.0,"Los Angeles-Riverside-Orange County, CA-AZ",214287.0,2021.0
Feb 2002,47706,29677,7285,12823,97491,77383,20108,Houston,,,,,,,,,,,,,,,10.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",156563.0,2021.0
Mar 2002,45683,25747,8384,13446,93260,71430,21830,Houston,,,,,,,,,,,,,,,10.0,"Norfolk-Virginia Beach-Newport News, VA-NC",15014.0,2021.0
Apr 2002,45374,31553,8458,16098,101483,76927,24556,Houston,,,,,,,,,,,,,,,10.0,"Portland-Salem, OR-WA",110968.0,2021.0
May 2002,46594,32291,11614,10362,100861,78885,21976,Houston,,,,,,,,,,,,,,,10.0,San Antonio (Part of Long Beach/LA),527501.0,2021.0
Jun 2002,40155,33143,9083,10930,93311,73298,20013,Houston,,,,,,,,,,,,,,,10.0,"San Francisco-Oakland-San Jose, CA",78640.0,2021.0
Jul 2002,45578,43478,11678,9162,109896,89056,20840,Houston,,,,,,,,,,,,,,,10.0,"Savannah, GA-SC",22249.0,2021.0
Aug 2002,40302,32666,13697,6521,93186,72968,20218,Houston,,,,,,,,,,,,,,,10.0,"Washington-Baltimore, DC-MD-VA-WV-PA",50465.0,2021.0
Sep 2002,39794,32660,12234,7473,92161,72454,19707,Houston,,,,,,,,,,,,,,,11.0,"Charleston-North Charleston, SC",11028.0,2021.0
Oct 2002,53188,35410,10128,11570,110296,88598,21698,Houston,,,,,,,,,,,,,,,11.0,Everglades (Part of Fort Lauderdale/Miami),39651.0,2021.0
Nov 2002,45348,29077,12971,10122,97518,74425,23093,Houston,,,,,,,,,,,,,,,11.0,"Los Angeles, CA",920404.0,2021.0
Dec 2002,40910,26645,9813,10453,87821,67555,20266,Houston,,,,,,,,,,,,,,,11.0,"Los Angeles-Riverside-Orange County, CA-AZ",187016.0,2021.0
Jan 2003,46632,30032,7025,8325,92014,76664,15350,Houston,,,,,,,,,,,,,,,11.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",142386.0,2021.0
Feb 2003,48713,29245,4769,8932,91659,77958,13701,Houston,,,,,,,,,,,,,,,11.0,"Norfolk-Virginia Beach-Newport News, VA-NC",11199.0,2021.0
Mar 2003,47719,31615,4940,12549,96823,79334,17489,Houston,,,,,,,,,,,,,,,11.0,"Portland-Salem, OR-WA",106713.0,2021.0
Apr 2003,50671,35512,5933,10012,102128,86183,15945,Houston,,,,,,,,,,,,,,,11.0,San Antonio (Part of Long Beach/LA),481317.0,2021.0
May 2003,44679,29503,9983,10641,94806,74182,20624,Houston,,,,,,,,,,,,,,,11.0,"San Francisco-Oakland-San Jose, CA",70615.0,2021.0
Jun 2003,42789,28339,10134,7886,89148,71128,18020,Houston,,,,,,,,,,,,,,,11.0,"Savannah, GA-SC",18861.0,2021.0
Jul 2003,52730,41461,11892,11789,117872,94191,23681,Houston,,,,,,,,,,,,,,,11.0,"Washington-Baltimore, DC-MD-VA-WV-PA",40371.0,2021.0
Aug 2003,48498,36113,12403,9815,106829,84611,22218,Houston,,,,,,,,,,,,,,,12.0,"Charleston-North Charleston, SC",10048.0,2021.0
Sep 2003,47992,38268,13067,12235,111562,86260,25302,Houston,,,,,,,,,,,,,,,12.0,Everglades (Part of Fort Lauderdale/Miami),55813.0,2021.0
Oct 2003,53759,39110,14263,10533,117665,92869,24796,Houston,,,,,,,,,,,,,,,12.0,"Los Angeles, CA",883835.0,2021.0
Nov 2003,46493,37808,11536,13032,108869,84301,24568,Houston,,,,,,,,,,,,,,,12.0,"Los Angeles-Riverside-Orange County, CA-AZ",205001.0,2021.0
Dec 2003,49780,37796,11819,14715,114110,87576,26534,Houston,,,,,,,,,,,,,,,12.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",121363.0,2021.0
Jan 2004,41902,30564,10556,12241,95263,72466,22797,Houston,,,,,,,,,,,,,,,12.0,"Norfolk-Virginia Beach-Newport News, VA-NC",15700.0,2021.0
Feb 2004,47391,35244,9526,11484,103645,82635,21010,Houston,,,,,,,,,,,,,,,12.0,"Portland-Salem, OR-WA",104217.0,2021.0
Mar 2004,55456,37746,9013,13702,115917,93202,22715,Houston,,,,,,,,,,,,,,,12.0,San Antonio (Part of Long Beach/LA),549544.0,2021.0
Apr 2004,48270,35302,6857,12248,102677,83572,19105,Houston,,,,,,,,,,,,,,,12.0,"San Francisco-Oakland-San Jose, CA",70932.0,2021.0
May 2004,55107,42494,9566,14756,121923,97601,24322,Houston,,,,,,,,,,,,,,,12.0,"Savannah, GA-SC",19677.0,2021.0
Jun 2004,50984,39322,8212,13557,112075,90306,21769,Houston,,,,,,,,,,,,,,,12.0,"Washington-Baltimore, DC-MD-VA-WV-PA",72672.0,2021.0
Jul 2004,50375,40681,10033,12147,113236,91056,22180,Houston,,,,,,,,,,,,,,,1.0,"Charleston-North Charleston, SC",7600.0,2022.0
Aug 2004,54832,44111,10566,12249,121758,98943,22815,Houston,,,,,,,,,,,,,,,1.0,Everglades (Part of Fort Lauderdale/Miami),218.0,2022.0
Sep 2004,61818,41630,7719,11688,122855,103448,19407,Houston,,,,,,,,,,,,,,,1.0,"Los Angeles, CA",806296.0,2022.0
Oct 2004,59080,38783,13158,10704,121725,97863,23862,Houston,,,,,,,,,,,,,,,1.0,"Los Angeles-Riverside-Orange County, CA-AZ",177720.0,2022.0
Nov 2004,57800,40040,5817,15596,119253,97840,21413,Houston,,,,,,,,,,,,,,,1.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",94371.0,2022.0
Dec 2004,59386,51158,8345,11383,130272,110544,19728,Houston,,,,,,,,,,,,,,,1.0,"Norfolk-Virginia Beach-Newport News, VA-NC",12066.0,2022.0
Jan 2005,54264,44742,9824,9071,117901,99006,18895,Houston,,,,,,,,,,,,,,,1.0,"Portland-Salem, OR-WA",97459.0,2022.0
Feb 2005,50046,41922,6198,14057,112223,91968,20255,Houston,,,,,,,,,,,,,,,1.0,San Antonio (Part of Long Beach/LA),612365.0,2022.0
Mar 2005,59670,46354,10661,14596,131281,106024,25257,Houston,,,,,,,,,,,,,,,1.0,"San Francisco-Oakland-San Jose, CA",70024.0,2022.0
Apr 2005,59125,48905,5366,16718,130114,108030,22084,Houston,,,,,,,,,,,,,,,1.0,"Savannah, GA-SC",17154.0,2022.0
May 2005,55789,49772,6542,12218,124321,105561,18760,Houston,,,,,,,,,,,,,,,1.0,"Washington-Baltimore, DC-MD-VA-WV-PA",17689.0,2022.0
Jun 2005,58759,54528,5417,12477,131181,113287,17894,Houston,,,,,,,,,,,,,,,2.0,"Charleston-North Charleston, SC",6187.0,2022.0
Jul 2005,59001,55730,6182,15708,136621,114731,21890,Houston,,,,,,,,,,,,,,,2.0,Everglades (Part of Fort Lauderdale/Miami),159.0,2022.0
Aug 2005,59425,54458,11789,14917,140589,113883,26706,Houston,,,,,,,,,,,,,,,2.0,"Los Angeles, CA",792637.0,2022.0
Sep 2005,45475,49544,6704,14194,115917,95019,20898,Houston,,,,,,,,,,,,,,,2.0,"Los Angeles-Riverside-Orange County, CA-AZ",170235.0,2022.0
Oct 2005,56666,63503,17323,13399,150891,120169,30722,Houston,,,,,,,,,,,,,,,2.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",106737.0,2022.0
Nov 2005,56628,55459,17648,16158,145893,112087,33806,Houston,,,,,,,,,,,,,,,2.0,"Norfolk-Virginia Beach-Newport News, VA-NC",12553.0,2022.0
Dec 2005,54808,58362,18303,13676,145149,113170,31979,Houston,,,,,,,,,,,,,,,2.0,"Portland-Salem, OR-WA",94532.0,2022.0
Jan 2006,54038,52842,11687,12748,131315,106880,24435,Houston,,,,,,,,,,,,,,,2.0,San Antonio (Part of Long Beach/LA),569242.0,2022.0
Feb 2006,50352,48640,9167,11822,119981,98992,20989,Houston,,,,,,,,,,,,,,,2.0,"San Francisco-Oakland-San Jose, CA",67564.0,2022.0
Mar 2006,53427,50455,10848,15620,130350,103882,26468,Houston,,,,,,,,,,,,,,,2.0,"Savannah, GA-SC",15310.0,2022.0
Apr 2006,55677,56011,7847,11440,130975,111688,19287,Houston,,,,,,,,,,,,,,,2.0,"Washington-Baltimore, DC-MD-VA-WV-PA",34286.0,2022.0
May 2006,60481,55631,6712,13144,135968,116112,19856,Houston,,,,,,,,,,,,,,,3.0,"Charleston-North Charleston, SC",8120.0,2022.0
Jun 2006,63907,54090,7069,12982,138048,117997,20051,Houston,,,,,,,,,,,,,,,3.0,Everglades (Part of Fort Lauderdale/Miami),262.0,2022.0
Jul 2006,61299,57357,9587,8840,137083,118656,18427,Houston,,,,,,,,,,,,,,,3.0,"Los Angeles, CA",904880.0,2022.0
Aug 2006,60641,58414,8723,7876,135654,119055,16599,Houston,,,,,,,,,,,,,,,3.0,"Los Angeles-Riverside-Orange County, CA-AZ",214829.0,2022.0
Sep 2006,51157,47211,7002,7136,112506,98368,14138,Houston,,,,,,,,,,,,,,,3.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",131764.0,2022.0
Oct 2006,63892,56438,8212,9657,138199,120330,17869,Houston,,,,,,,,,,,,,,,3.0,"Norfolk-Virginia Beach-Newport News, VA-NC",11026.0,2022.0
Nov 2006,63474,56300,9600,13092,142466,119774,22692,Houston,,,,,,,,,,,,,,,3.0,"Portland-Salem, OR-WA",106797.0,2022.0
Dec 2006,62479,47399,4965,13775,128618,109878,18740,Houston,,,,,,,,,,,,,,,3.0,San Antonio (Part of Long Beach/LA),614514.0,2022.0
Jan 2007,60022,45656,3466,18507,127651,105678,21973,Houston,,,,,,,,,,,,,,,3.0,"San Francisco-Oakland-San Jose, CA",77782.0,2022.0
Feb 2007,60694,43405,7007,17114,128220,104099,24121,Houston,,,,,,,,,,,,,,,3.0,"Savannah, GA-SC",23555.0,2022.0
Mar 2007,71052,51117,5523,23202,150894,122169,28725,Houston,,,,,,,,,,,,,,,3.0,"Washington-Baltimore, DC-MD-VA-WV-PA",40105.0,2022.0
Apr 2007,64194,46383,5728,19695,136000,110577,25423,Houston,,,,,,,,,,,,,,,4.0,"Charleston-North Charleston, SC",8463.0,2022.0
May 2007,72948,50285,4224,19957,147414,123233,24181,Houston,,,,,,,,,,,,,,,4.0,Everglades (Part of Fort Lauderdale/Miami),265.0,2022.0
Jun 2007,64562,48085,2174,23917,138738,112647,26091,Houston,,,,,,,,,,,,,,,4.0,"Los Angeles, CA",850996.0,2022.0
Jul 2007,71249,51226,4037,21370,147882,122475,25407,Houston,,,,,,,,,,,,,,,4.0,"Los Angeles-Riverside-Orange County, CA-AZ",199325.0,2022.0
Aug 2007,77245,52127,6059,26714,162145,129372,32773,Houston,,,,,,,,,,,,,,,4.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",143958.0,2022.0
Sep 2007,71350,45549,4865,26593,148357,116899,31458,Houston,,,,,,,,,,,,,,,4.0,"Norfolk-Virginia Beach-Newport News, VA-NC",11822.0,2022.0
Oct 2007,72232,50882,7633,25445,156192,123114,33078,Houston,,,,,,,,,,,,,,,4.0,"Portland-Salem, OR-WA",103693.0,2022.0
Nov 2007,73341,50110,9955,26572,159978,123451,36527,Houston,,,,,,,,,,,,,,,4.0,San Antonio (Part of Long Beach/LA),516145.0,2022.0
Dec 2007,70952,44340,2748,31699,149739,115292,34447,Houston,,,,,,,,,,,,,,,4.0,"San Francisco-Oakland-San Jose, CA",76220.0,2022.0
Jan 2008,68758,41299,5121,24098,139276,110057,29219,Houston,,,,,,,,,,,,,,,4.0,"Savannah, GA-SC",21870.0,2022.0
Feb 2008,73929,44962,2391,27284,148566,118891,29675,Houston,,,,,,,,,,,,,,,4.0,"Washington-Baltimore, DC-MD-VA-WV-PA",32278.0,2022.0
Mar 2008,75709,46183,2357,29517,153766,121892,31874,Houston,,,,,,,,,,,,,,,5.0,"Charleston-North Charleston, SC",8450.0,2022.0
Apr 2008,78918,45045,2882,29980,156825,123963,32862,Houston,,,,,,,,,,,,,,,5.0,Everglades (Part of Fort Lauderdale/Miami),280.0,2022.0
May 2008,79744,43970,2811,36510,163035,123714,39321,Houston,,,,,,,,,,,,,,,5.0,"Los Angeles, CA",833055.0,2022.0
Jun 2008,80490,45069,2005,36378,163942,125559,38383,Houston,,,,,,,,,,,,,,,5.0,"Los Angeles-Riverside-Orange County, CA-AZ",213361.0,2022.0
Jul 2008,83432,50008,3313,34714,171467,133440,38027,Houston,,,,,,,,,,,,,,,5.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",148838.0,2022.0
Aug 2008,77546,42692,4449,29317,154004,120238,33766,Houston,,,,,,,,,,,,,,,5.0,"Norfolk-Virginia Beach-Newport News, VA-NC",14870.0,2022.0
Sep 2008,56881,41035,6349,22446,126711,97916,28795,Houston,,,,,,,,,,,,,,,5.0,"Portland-Salem, OR-WA",95301.0,2022.0
Oct 2008,76268,55682,16135,22563,170648,131950,38698,Houston,,,,,,,,,,,,,,,5.0,San Antonio (Part of Long Beach/LA),615477.0,2022.0
Nov 2008,58320,41621,11331,11685,122957,99941,23016,Houston,,,,,,,,,,,,,,,5.0,"San Francisco-Oakland-San Jose, CA",72401.0,2022.0
Dec 2008,63290,42997,6195,10633,123115,106287,16828,Houston,,,,,,,,,,,,,,,5.0,"Savannah, GA-SC",22597.0,2022.0
Jan 2009,54395,39769,4547,19533,118244,94164,24080,Houston,,,,,,,,,,,,,,,5.0,"Washington-Baltimore, DC-MD-VA-WV-PA",34457.0,2022.0
Feb 2009,63491,34604,4189,27745,130029,98095,31934,Houston,,,,,,,,,,,,,,,6.0,"Charleston-North Charleston, SC",5912.0,2022.0
Mar 2009,68816,35420,2768,39329,146333,104236,42097,Houston,,,,,,,,,,,,,,,6.0,Everglades (Part of Fort Lauderdale/Miami),319.0,2022.0
Apr 2009,76689,39126,19855,35915,171585,115815,55770,Houston,,,,,,,,,,,,,,,6.0,"Los Angeles, CA",875920.0,2022.0
May 2009,73206,33024,3763,45550,155543,106230,49313,Houston,,,,,,,,,,,,,,,6.0,"Los Angeles-Riverside-Orange County, CA-AZ",249515.0,2022.0
Jun 2009,67720,34422,2953,49793,154888,102142,52746,Houston,,,,,,,,,,,,,,,6.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",153689.0,2022.0
Jul 2009,77308,39464,4067,46395,167234,116772,50462,Houston,,,,,,,,,,,,,,,6.0,"Norfolk-Virginia Beach-Newport News, VA-NC",13504.0,2022.0
Aug 2009,70452,36014,3106,30924,140496,106466,34030,Houston,,,,,,,,,,,,,,,6.0,"Portland-Salem, OR-WA",118196.0,2022.0
Sep 2009,75716,41292,2750,41507,161265,117008,44257,Houston,,,,,,,,,,,,,,,6.0,San Antonio (Part of Long Beach/LA),642185.0,2022.0
Oct 2009,77189,42671,7810,37453,165123,119860,45263,Houston,,,,,,,,,,,,,,,6.0,"San Francisco-Oakland-San Jose, CA",79434.0,2022.0
Nov 2009,71440,37219,7756,33131,149546,108659,40887,Houston,,,,,,,,,,,,,,,6.0,"Savannah, GA-SC",23927.0,2022.0
Dec 2009,70495,34443,3939,40703,149580,104938,44642,Houston,,,,,,,,,,,,,,,6.0,"Washington-Baltimore, DC-MD-VA-WV-PA",56344.0,2022.0
Jan 2010,66598,32263,6353,35951,141165,98861,42304,Houston,,,,,,,,,,,,,,,7.0,"Charleston-North Charleston, SC",8511.0,2022.0
Feb 2010,69665,32290,6320,39206,147481,101955,45526,Houston,,,,,,,,,,,,,,,7.0,Everglades (Part of Fort Lauderdale/Miami),182.0,2022.0
Mar 2010,81571,42307,4980,46854,175712,123878,51834,Houston,,,,,,,,,,,,,,,7.0,"Los Angeles, CA",840433.0,2022.0
Apr 2010,64907,39487,6234,25786,136414,104394,32020,Houston,,,,,,,,,,,,,,,7.0,"Los Angeles-Riverside-Orange County, CA-AZ",181661.0,2022.0
May 2010,74391,41466,5758,29952,151567,115857,35710,Houston,,,,,,,,,,,,,,,7.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",149969.0,2022.0
Jun 2010,72796,43042,8921,27843,152602,115838,36764,Houston,,,,,,,,,,,,,,,7.0,"Norfolk-Virginia Beach-Newport News, VA-NC",12193.0,2022.0
Jul 2010,69278,45119,7931,19165,141493,114397,27096,Houston,,,,,,,,,,,,,,,7.0,"Portland-Salem, OR-WA",93443.0,2022.0
Aug 2010,73971,41809,6404,29893,152077,115780,36297,Houston,,,,,,,,,,,,,,,7.0,San Antonio (Part of Long Beach/LA),585322.0,2022.0
Sep 2010,76653,39802,6804,36807,160066,116455,43611,Houston,,,,,,,,,,,,,,,7.0,"San Francisco-Oakland-San Jose, CA",63451.0,2022.0
Oct 2010,72816,44105,7589,28292,152802,116921,35881,Houston,,,,,,,,,,,,,,,7.0,"Savannah, GA-SC",22451.0,2022.0
Nov 2010,71474,37098,6857,31181,146610,108572,38038,Houston,,,,,,,,,,,,,,,7.0,"Washington-Baltimore, DC-MD-VA-WV-PA",50603.0,2022.0
Dec 2010,76563,39433,4106,34177,154279,115996,38283,Houston,,,,,,,,,,,,,,,8.0,"Charleston-North Charleston, SC",7797.0,2022.0
Jan 2011,68218,35509,5249,39797,148773,103727,45046,Houston,,,,,,,,,,,,,,,8.0,Everglades (Part of Fort Lauderdale/Miami),321.0,2022.0
Feb 2011,63101,36397,5994,32669,138161,99498,38663,Houston,,,,,,,,,,,,,,,8.0,"Los Angeles, CA",859553.0,2022.0
Mar 2011,93653,49427,7365,53494,203939,143080,60859,Houston,,,,,,,,,,,,,,,8.0,"Los Angeles-Riverside-Orange County, CA-AZ",213508.0,2022.0
Apr 2011,78557,44226,4979,35148,162910,122783,40127,Houston,,,,,,,,,,,,,,,8.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",161670.0,2022.0
May 2011,75937,44490,7737,28349,156513,120427,36086,Houston,,,,,,,,,,,,,,,8.0,"Norfolk-Virginia Beach-Newport News, VA-NC",14113.0,2022.0
Jun 2011,68953,46338,4955,22807,143053,115291,27762,Houston,,,,,,,,,,,,,,,8.0,"Portland-Salem, OR-WA",108271.0,2022.0
Jul 2011,63422,44758,7641,18145,133966,108180,25786,Houston,,,,,,,,,,,,,,,8.0,San Antonio (Part of Long Beach/LA),631087.0,2022.0
Aug 2011,72698,47234,7272,26759,153963,119932,34031,Houston,,,,,,,,,,,,,,,8.0,"San Francisco-Oakland-San Jose, CA",80486.0,2022.0
Sep 2011,71354,47853,6443,33904,159554,119207,40347,Houston,,,,,,,,,,,,,,,8.0,"Savannah, GA-SC",22604.0,2022.0
Oct 2011,69671,46742,7033,22684,146130,116413,29717,Houston,,,,,,,,,,,,,,,8.0,"Washington-Baltimore, DC-MD-VA-WV-PA",30366.0,2022.0
Nov 2011,72597,46179,9272,30988,159036,118776,40260,Houston,,,,,,,,,,,,,,,9.0,"Charleston-North Charleston, SC",5693.0,2022.0
Dec 2011,75110,44399,8232,32700,160441,119509,40932,Houston,,,,,,,,,,,,,,,9.0,Everglades (Part of Fort Lauderdale/Miami),202.0,2022.0
Jan 2012,68165,44364,8420,30828,151777,112529,39248,Houston,,,,,,,,,,,,,,,9.0,"Los Angeles, CA",784461.0,2022.0
Feb 2012,65511,41834,11147,21199,139691,107345,32346,Houston,,,,,,,,,,,,,,,9.0,"Los Angeles-Riverside-Orange County, CA-AZ",182275.0,2022.0
Mar 2012,75210,49848,8692,28275,162025,125058,36967,Houston,,,,,,,,,,,,,,,9.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",152096.0,2022.0
Apr 2012,67580,46712,10548,23947,148787,114292,34495,Houston,,,,,,,,,,,,,,,9.0,"Norfolk-Virginia Beach-Newport News, VA-NC",11643.0,2022.0
May 2012,75086,52362,9912,19011,156371,127448,28923,Houston,,,,,,,,,,,,,,,9.0,"Portland-Salem, OR-WA",108208.0,2022.0
Jun 2012,70414,49908,12200,23373,155895,120322,35573,Houston,,,,,,,,,,,,,,,9.0,San Antonio (Part of Long Beach/LA),566156.0,2022.0
Jul 2012,76833,55236,9202,28486,169757,132069,37688,Houston,,,,,,,,,,,,,,,9.0,"San Francisco-Oakland-San Jose, CA",74775.0,2022.0
Aug 2012,84291,56401,12403,32603,185698,140692,45006,Houston,,,,,,,,,,,,,,,9.0,"Savannah, GA-SC",25141.0,2022.0
Sep 2012,78486,51443,13361,26176,169466,129929,39537,Houston,,,,,,,,,,,,,,,9.0,"Washington-Baltimore, DC-MD-VA-WV-PA",40309.0,2022.0
Oct 2012,72731,51528,10793,25752,160804,124259,36545,Houston,,,,,,,,,,,,,,,10.0,"Charleston-North Charleston, SC",5688.0,2022.0
Nov 2012,75236,51357,11467,24546,162606,126593,36013,Houston,,,,,,,,,,,,,,,10.0,Everglades (Part of Fort Lauderdale/Miami),140.0,2022.0
Dec 2012,67339,51865,10535,29863,159602,119204,40398,Houston,,,,,,,,,,,,,,,10.0,"Los Angeles, CA",809336.0,2022.0
Jan 2013,73011,46931,8273,30728,158943,119942,39001,Houston,,,,,,,,,,,,,,,10.0,"Los Angeles-Riverside-Orange County, CA-AZ",203717.0,2022.0
Feb 2013,71951,44664,6753,29916,153284,116615,36669,Houston,,,,,,,,,,,,,,,10.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",152297.0,2022.0
Mar 2013,82931,49696,9801,25254,167682,132627,35055,Houston,,,,,,,,,,,,,,,10.0,"Norfolk-Virginia Beach-Newport News, VA-NC",12579.0,2022.0
Apr 2013,71637,50844,8549,27048,158078,122481,35597,Houston,,,,,,,,,,,,,,,10.0,"Portland-Salem, OR-WA",87774.0,2022.0
May 2013,81062,56729,9874,26821,174486,137791,36695,Houston,,,,,,,,,,,,,,,10.0,San Antonio (Part of Long Beach/LA),645499.0,2022.0
Jun 2013,74941,53235,10903,27014,166093,128176,37917,Houston,,,,,,,,,,,,,,,10.0,"San Francisco-Oakland-San Jose, CA",69198.0,2022.0
Jul 2013,76238,57527,13114,40084,186963,133765,53198,Houston,,,,,,,,,,,,,,,10.0,"Savannah, GA-SC",30371.0,2022.0
Aug 2013,79209,60125,14450,23116,176900,139334,37566,Houston,,,,,,,,,,,,,,,10.0,"Washington-Baltimore, DC-MD-VA-WV-PA",43969.0,2022.0
Sep 2013,68341,50501,11126,20994,150962,118842,32120,Houston,,,,,,,,,,,,,,,11.0,"Charleston-North Charleston, SC",8582.0,2022.0
Oct 2013,75819,59274,12088,20611,167792,135093,32699,Houston,,,,,,,,,,,,,,,11.0,Everglades (Part of Fort Lauderdale/Miami),140.0,2022.0
Nov 2013,68954,49972,9139,10421,138486,118926,19560,Houston,,,,,,,,,,,,,,,11.0,"Los Angeles, CA",816853.0,2022.0
Dec 2013,69834,47882,8219,24467,150402,117716,32686,Houston,,,,,,,,,,,,,,,11.0,"Los Angeles-Riverside-Orange County, CA-AZ",164441.0,2022.0
Jan 2014,74983,54182,9957,27402,166524,129165,37359,Houston,,,,,,,,,,,,,,,11.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",148340.0,2022.0
Feb 2014,63166,46101,7075,20616,136958,109267,27691,Houston,,,,,,,,,,,,,,,11.0,"Norfolk-Virginia Beach-Newport News, VA-NC",13718.0,2022.0
Mar 2014,77955,60443,9743,19146,167287,138398,28889,Houston,,,,,,,,,,,,,,,11.0,"Portland-Salem, OR-WA",90897.0,2022.0
Apr 2014,69053,56001,10205,10396,145655,125054,20601,Houston,,,,,,,,,,,,,,,11.0,San Antonio (Part of Long Beach/LA),657703.0,2022.0
