Month,Export Loaded TEUs,Import Loaded TEUs,Export Empty TEUs,Import Empty TEUs,Total TEUs,Total Loaded TEUs,Total Empty TEUs,Port,Total Rail Lifts,Container Tons,Auto Tons,Ro/Ro Tons (excl. autos),Forest Products (Break Bulk),Steel & other metals Break Bulk Tons,other Break Bulk Tons,Total General Cargo Tons,Total Containers,Import Auto Units,Export Auto Units,Total Auto UNITS,Import Ro/Ro Tons,Export Ro/Ro Tons,Month,Origin BEA Area,Total Weight in Tons,year
Jun 2019,119295,168799,69056,4756,361906,288094,73812,Savannah,,,,,,,,,,,,,,,4.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",65230.0,2020.0
Jul 2019,117790,197341,66491,5401,387023,315131,71892,Savannah,,,,,,,,,,,,,,,4.0,"Norfolk-Virginia Beach-Newport News, VA-NC",4184.0,2020.0
Aug 2019,125558,217017,89076,6095,437746,342575,95171,Savannah,,,,,,,,,,,,,,,4.0,"Portland-Salem, OR-WA",13015.0,2020.0
Sep 2019,107972,183466,69683,8879,370000,291438,78562,Savannah,,,,,,,,,,,,,,,4.0,San Antonio (Part of Long Beach/LA),536422.0,2020.0
Oct 2019,127971,199483,93250,7678,428382,327454,100928,Savannah,,,,,,,,,,,,,,,4.0,"San Francisco-Oakland-San Jose, CA",16882.0,2020.0
Nov 2019,119126,173863,62592,7383,362964,292989,69975,Savannah,,,,,,,,,,,,,,,4.0,"Savannah, GA-SC",3202.0,2020.0
Dec 2019,111324,172124,68002,9385,360835,283448,77387,Savannah,,,,,,,,,,,,,,,4.0,"Washington-Baltimore, DC-MD-VA-WV-PA",28089.0,2020.0
Jan 2020,121960,188762,60000,6950,377672,310722,66950,Savannah,,,,,,,,,,,,,,,5.0,"Charleston-North Charleston, SC",838.0,2020.0
Feb 2020,125953,170007,57404,11042,364406,295960,68446,Savannah,,,,,,,,,,,,,,,5.0,Everglades (Part of Fort Lauderdale/Miami),29797.0,2020.0
Mar 2020,136774,147034,36685,15296,335789,283808,51981,Savannah,,,,,,,,,,,,,,,5.0,"Los Angeles, CA",235548.0,2020.0
Apr 2020,120852,166679,42486,7874,337891,287531,50360,Savannah,,,,,,,,,,,,,,,5.0,"Los Angeles-Riverside-Orange County, CA-AZ",98587.0,2020.0
May 2020,122271,154730,52664,7695,337360,277001,60359,Savannah,,,,,,,,,,,,,,,5.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",78294.0,2020.0
Jun 2020,117424,161363,52357,7143,338287,278787,59500,Savannah,,,,,,,,,,,,,,,5.0,"Norfolk-Virginia Beach-Newport News, VA-NC",3616.0,2020.0
Jul 2020,112464,185548,55175,7509,360696,298012,62684,Savannah,,,,,,,,,,,,,,,5.0,"Portland-Salem, OR-WA",12243.0,2020.0
Aug 2020,115665,227537,92615,5779,441596,343202,98394,Savannah,,,,,,,,,,,,,,,5.0,San Antonio (Part of Long Beach/LA),415210.0,2020.0
Sep 2020,105229,212517,89992,4400,412138,317746,94392,Savannah,,,,,,,,,,,,,,,5.0,"San Francisco-Oakland-San Jose, CA",13564.0,2020.0
Oct 2020,117148,233215,107878,5854,464095,350363,113732,Savannah,,,,,,,,,,,,,,,5.0,"Savannah, GA-SC",3087.0,2020.0
Nov 2020,113357,234583,111707,5158,464805,347940,116865,Savannah,,,,,,,,,,,,,,,5.0,"Washington-Baltimore, DC-MD-VA-WV-PA",12051.0,2020.0
Dec 2020,105796,224650,111791,5283,447520,330446,117074,Savannah,,,,,,,,,,,,,,,6.0,"Charleston-North Charleston, SC",872.0,2020.0
Jan 2021,113365,232645,110099,3498,459607,346010,113597,Savannah,,,,,,,,,,,,,,,6.0,Everglades (Part of Fort Lauderdale/Miami),7114.0,2020.0
Feb 2021,111045,189677,86410,3672,390804,300722,90082,Savannah,,,,,,,,,,,,,,,6.0,"Los Angeles, CA",217752.0,2020.0
Mar 2021,135283,249395,107260,6127,498065,384678,113387,Savannah,,,,,,,,,,,,,,,6.0,"Los Angeles-Riverside-Orange County, CA-AZ",117183.0,2020.0
Apr 2021,128205,236479,96966,4984,466634,364684,101950,Savannah,,,,,,,,,,,,,,,6.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",76197.0,2020.0
May 2021,137812,235687,102111,3011,478621,373499,105122,Savannah,,,,,,,,,,,,,,,6.0,"Norfolk-Virginia Beach-Newport News, VA-NC",3678.0,2020.0
Jun 2021,114266,219840,109146,3562,446814,334106,112708,Savannah,,,,,,,,,,,,,,,6.0,"Portland-Salem, OR-WA",13149.0,2020.0
Jul 2021,119072,227876,99370,3597,449915,346948,102967,Savannah,,,,,,,,,,,,,,,6.0,San Antonio (Part of Long Beach/LA),405616.0,2020.0
Aug 2021,114070,241713,126362,3450,485595,355783,129812,Savannah,,,,,,,,,,,,,,,6.0,"San Francisco-Oakland-San Jose, CA",20861.0,2020.0
Sep 2021,108900,233275,127131,2756,472062,342175,129887,Savannah,,,,,,,,,,,,,,,6.0,"Savannah, GA-SC",3648.0,2020.0
Oct 2021,112907,259314,129724,2402,504347,372221,132126,Savannah,,,,,,,,,,,,,,,6.0,"Washington-Baltimore, DC-MD-VA-WV-PA",27633.0,2020.0
Nov 2021,102508,236991,152883,3367,495749,339499,156250,Savannah,,,,,,,,,,,,,,,7.0,"Charleston-North Charleston, SC",664.0,2020.0
Dec 2021,84800,238309,139563,2279,464951,323109,141842,Savannah,,,,,,,,,,,,,,,7.0,Everglades (Part of Fort Lauderdale/Miami),26473.0,2020.0
Jan 2022,90886,250654,132604,2569,476713,341540,135173,Savannah,,,,,,,,,,,,,,,7.0,"Los Angeles, CA",201950.0,2020.0
Feb 2022,103690,220398,132268,4057,460413,324088,136325,Savannah,,,,,,,,,,,,,,,7.0,"Los Angeles-Riverside-Orange County, CA-AZ",120280.0,2020.0
Mar 2022,109372,211297,118971,5050,444690,320669,124021,Savannah,,,,,,,,,,,,,,,7.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",77850.0,2020.0
Apr 2022,125330,247177,116946,6330,495783,372507,123276,Savannah,,,,,,,,,,,,,,,7.0,"Norfolk-Virginia Beach-Newport News, VA-NC",4153.0,2020.0
May 2022,122287,253508,137907,5686,519388,375795,143593,Savannah,,,,,,,,,,,,,,,7.0,"Portland-Salem, OR-WA",15382.0,2020.0
Jun 2022,122332,236481,131096,4198,494107,358813,135294,Savannah,,,,,,,,,,,,,,,7.0,San Antonio (Part of Long Beach/LA),506943.0,2020.0
Jul 2022,122928,251761,151537,4574,530800,374689,156111,Savannah,,,,,,,,,,,,,,,7.0,"San Francisco-Oakland-San Jose, CA",22122.0,2020.0
Aug 2022,119192,290915,160438,4970,575515,410107,165408,Savannah,,,,,,,,,,,,,,,7.0,"Savannah, GA-SC",4045.0,2020.0
Sep 2022,100236,210367,121737,3939,436279,310603,125676,Savannah,,,,,,,,,,,,,,,7.0,"Washington-Baltimore, DC-MD-VA-WV-PA",22688.0,2020.0
Oct 2022,116297,263828,168147,4534,552806,380125,172681,Savannah,,,,,,,,,,,,,,,8.0,"Charleston-North Charleston, SC",600.0,2020.0
Nov 2022,108577,219089,132793,4424,464883,327666,137217,Savannah,,,,,,,,,,,,,,,8.0,Everglades (Part of Fort Lauderdale/Miami),7327.0,2020.0
Dec 2022,107724,217628,111448,3960,440760,325352,115408,Savannah,,,,,,,,,,,,,,,8.0,"Los Angeles, CA",185101.0,2020.0
Jan 2023,110305,210804,97956,2649,421714,321109,100605,Savannah,,,,,,,,,,,,,,,8.0,"Los Angeles-Riverside-Orange County, CA-AZ",100669.0,2020.0
Feb 2023,110772,184189,96732,3100,394793,294961,99832,Savannah,,,,,,,,,,,,,,,8.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",85694.0,2020.0
Mar 2023,118101,170295,75239,4245,367880,288396,79484,Savannah,,,,,,,,,,,,,,,8.0,"Norfolk-Virginia Beach-Newport News, VA-NC",4247.0,2020.0
Apr 2023,118277,195679,88159,6571,408686,313956,94730,Savannah,,,,,,,,,,,,,,,8.0,"Portland-Salem, OR-WA",13915.0,2020.0
May 2023,116247,188728,90616,4920,400511,304975,95536,Savannah,,,,,,,,,,,,,,,8.0,San Antonio (Part of Long Beach/LA),430791.0,2020.0
Jun 2023,111116,180357,85290,5063,381826,291473,90353,Savannah,,,,,,,,,,,,,,,8.0,"San Francisco-Oakland-San Jose, CA",21662.0,2020.0
Jul 2023,105640,230225,107618,4104,447587,335865,111722,Savannah,,,,,,,,,,,,,,,8.0,"Savannah, GA-SC",4963.0,2020.0
Aug 2023,101539,202423,106586,2746,413294,303962,109332,Savannah,,,,,,,,,,,,,,,8.0,"Washington-Baltimore, DC-MD-VA-WV-PA",45758.0,2020.0
Sep 2023,111530,199893,87387,4116,402926,311423,91503,Savannah,,,,,,,,,,,,,,,9.0,"Charleston-North Charleston, SC",1028.0,2020.0
Oct 2023,111774,220298,113435,3500,449007,332072,116935,Savannah,,,,,,,,,,,,,,,9.0,Everglades (Part of Fort Lauderdale/Miami),32431.0,2020.0
Nov 2023,107623,211056,94125,4341,417145,318679,98466,Savannah,,,,,,,,,,,,,,,9.0,"Los Angeles, CA",182460.0,2020.0
Dec 2023,113197,208382,98382,2326,422287,321579,100708,Savannah,,,,,,,,,,,,,,,9.0,"Los Angeles-Riverside-Orange County, CA-AZ",109102.0,2020.0
Jan 2019,63750,88107,45712,8120,205689,151857,53832,Charleston,,,,,,,,,,,,,,,9.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",99837.0,2020.0
Feb 2019,62086,77667,31869,6510,178132,139753,38379,Charleston,,,,,,,,,,,,,,,9.0,"Norfolk-Virginia Beach-Newport News, VA-NC",4159.0,2020.0
Mar 2019,7704,92875,37429,6095,144103,100579,43524,Charleston,,,,,,,,,,,,,,,9.0,"Portland-Salem, OR-WA",16066.0,2020.0
Apr 2019,73295,87675,35969,7682,204621,160970,43651,Charleston,,,,,,,,,,,,,,,9.0,San Antonio (Part of Long Beach/LA),357460.0,2020.0
May 2019,71399,88009,38875,6175,204458,159408,45050,Charleston,,,,,,,,,,,,,,,9.0,"San Francisco-Oakland-San Jose, CA",21558.0,2020.0
Jun 2019,66496,86076,39463,8371,200406,152572,47834,Charleston,,,,,,,,,,,,,,,9.0,"Savannah, GA-SC",5104.0,2020.0
Jul 2019,72126,92707,38174,7535,210542,164833,45709,Charleston,,,,,,,,,,,,,,,9.0,"Washington-Baltimore, DC-MD-VA-WV-PA",45597.0,2020.0
Aug 2019,73927,103221,48363,7599,233110,177148,55962,Charleston,,,,,,,,,,,,,,,10.0,"Charleston-North Charleston, SC",887.0,2020.0
Sep 2019,61494,90111,39408,3935,194948,151605,43343,Charleston,,,,,,,,,,,,,,,10.0,Everglades (Part of Fort Lauderdale/Miami),53757.0,2020.0
Oct 2019,69952,95302,45191,6914,217359,165254,52105,Charleston,,,,,,,,,,,,,,,10.0,"Los Angeles, CA",197183.0,2020.0
Nov 2019,62831,82785,34357,4955,184928,145616,39312,Charleston,,,,,,,,,,,,,,,10.0,"Los Angeles-Riverside-Orange County, CA-AZ",128006.0,2020.0
Dec 2019,61903,81779,37829,6371,187882,143682,44200,Charleston,,,,,,,,,,,,,,,10.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",89105.0,2020.0
Jan 2020,68505,90665,44752,7098,211020,159170,51850,Charleston,,,,,,,,,,,,,,,10.0,"Norfolk-Virginia Beach-Newport News, VA-NC",4188.0,2020.0
Feb 2020,74235,88178,29117,5684,197214,162413,34801,Charleston,,,,,,,,,,,,,,,10.0,"Portland-Salem, OR-WA",12964.0,2020.0
Mar 2020,73077,76019,28911,7625,185632,149096,36536,Charleston,,,,,,,,,,,,,,,10.0,San Antonio (Part of Long Beach/LA),354572.0,2020.0
Apr 2020,56611,82899,31463,5178,176151,139510,36641,Charleston,,,,,,,,,,,,,,,10.0,"San Francisco-Oakland-San Jose, CA",22067.0,2020.0
May 2020,58972,73072,32400,5262,169706,132044,37662,Charleston,,,,,,,,,,,,,,,10.0,"Savannah, GA-SC",4247.0,2020.0
Jun 2020,57935,69775,25021,3762,156493,127710,28783,Charleston,,,,,,,,,,,,,,,10.0,"Washington-Baltimore, DC-MD-VA-WV-PA",37496.0,2020.0
Jul 2020,57628,81530,35140,2676,176974,139158,37816,Charleston,,,,,,,,,,,,,,,11.0,"Charleston-North Charleston, SC",609.0,2020.0
Aug 2020,66825,96965,42817,2230,208837,163790,45047,Charleston,,,,,,,,,,,,,,,11.0,Everglades (Part of Fort Lauderdale/Miami),56508.0,2020.0
Sep 2020,60245,90399,38804,5653,195101,150644,44457,Charleston,,,,,,,,,,,,,,,11.0,"Los Angeles, CA",174866.0,2020.0
Oct 2020,69093,96563,44717,5824,216197,165656,50541,Charleston,,,,,,,,,,,,,,,11.0,"Los Angeles-Riverside-Orange County, CA-AZ",109157.0,2020.0
Nov 2020,64447,93369,45090,4161,207067,157816,49251,Charleston,,,,,,,,,,,,,,,11.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",59667.0,2020.0
Dec 2020,67239,93568,43990,4810,209607,160807,48800,Charleston,,,,,,,,,,,,,,,11.0,"Norfolk-Virginia Beach-Newport News, VA-NC",4268.0,2020.0
Jan 2021,67937,95478,48224,4626,216265,163415,52850,Charleston,,,,,,,,,,,,,,,11.0,"Portland-Salem, OR-WA",14757.0,2020.0
Feb 2021,67411,81899,29293,3666,182269,149310,32959,Charleston,,,,,,,,,,,,,,,11.0,San Antonio (Part of Long Beach/LA),370339.0,2020.0
Mar 2021,79077,113867,46872,8981,248797,192944,55853,Charleston,,,,,,,,,,,,,,,11.0,"San Francisco-Oakland-San Jose, CA",17376.0,2020.0
Apr 2021,73333,105054,42252,4497,225136,178387,46749,Charleston,,,,,,,,,,,,,,,11.0,"Savannah, GA-SC",4454.0,2020.0
May 2021,73281,107050,44445,6095,230871,180331,50540,Charleston,,,,,,,,,,,,,,,11.0,"Washington-Baltimore, DC-MD-VA-WV-PA",28656.0,2020.0
Jun 2021,68990,105668,48037,9064,231759,174658,57101,Charleston,,,,,,,,,,,,,,,12.0,"Charleston-North Charleston, SC",100.0,2020.0
Jul 2021,65655,119445,54188,5534,244822,185100,59722,Charleston,,,,,,,,,,,,,,,12.0,Everglades (Part of Fort Lauderdale/Miami),38336.0,2020.0
Aug 2021,65207,114671,51084,3727,234689,179878,54811,Charleston,,,,,,,,,,,,,,,12.0,"Los Angeles, CA",172309.0,2020.0
Sep 2021,61705,98208,42152,2943,205008,159913,45095,Charleston,,,,,,,,,,,,,,,12.0,"Los Angeles-Riverside-Orange County, CA-AZ",89632.0,2020.0
Oct 2021,67595,107773,53612,5943,234923,175368,59555,Charleston,,,,,,,,,,,,,,,12.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",96833.0,2020.0
Nov 2021,67639,127081,48819,7172,250711,194720,55991,Charleston,,,,,,,,,,,,,,,12.0,"Norfolk-Virginia Beach-Newport News, VA-NC",4467.0,2020.0
Dec 2021,57136,118710,64055,6298,246199,175846,70353,Charleston,,,,,,,,,,,,,,,12.0,"Portland-Salem, OR-WA",15175.0,2020.0
Jan 2022,54256,117181,52103,2976,226516,171437,55079,Charleston,,,,,,,,,,,,,,,12.0,San Antonio (Part of Long Beach/LA),380771.0,2020.0
Feb 2022,54755,119582,54141,1942,230420,174337,56083,Charleston,,,,,,,,,,,,,,,12.0,"San Francisco-Oakland-San Jose, CA",19466.0,2020.0
Mar 2022,69017,132203,61093,2021,264334,201220,63114,Charleston,,,,,,,,,,,,,,,12.0,"Savannah, GA-SC",5199.0,2020.0
Apr 2022,55571,140730,66405,1392,264098,196301,67797,Charleston,,,,,,,,,,,,,,,12.0,"Washington-Baltimore, DC-MD-VA-WV-PA",20254.0,2020.0
May 2022,53312,126320,73638,1835,255105,179632,75473,Charleston,,,,,,,,,,,,,,,1.0,"Charleston-North Charleston, SC",12209.0,2021.0
Jun 2022,44694,90090,59788,1653,196225,134784,61441,Charleston,,,,,,,,,,,,,,,1.0,Everglades (Part of Fort Lauderdale/Miami),62250.0,2021.0
Jul 2022,49309,104846,60020,1923,216098,154155,61943,Charleston,,,,,,,,,,,,,,,1.0,"Los Angeles, CA",848431.0,2021.0
Aug 2022,51884,113864,55630,2034,223412,165748,57664,Charleston,,,,,,,,,,,,,,,1.0,"Los Angeles-Riverside-Orange County, CA-AZ",185348.0,2021.0
Sep 2022,50093,113654,60490,2571,226808,163747,63061,Charleston,,,,,,,,,,,,,,,1.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",126329.0,2021.0
Oct 2022,62965,121305,69675,2934,256879,184270,72609,Charleston,,,,,,,,,,,,,,,1.0,"Norfolk-Virginia Beach-Newport News, VA-NC",14312.0,2021.0
Nov 2022,56283,99380,55312,2098,213073,155663,57410,Charleston,,,,,,,,,,,,,,,1.0,"Portland-Salem, OR-WA",97377.0,2021.0
Dec 2022,63320,104336,50389,1305,219350,167656,51694,Charleston,,,,,,,,,,,,,,,1.0,San Antonio (Part of Long Beach/LA),363123.0,2021.0
Jan 2023,59965,108786,44946,1542,215239,168751,46488,Charleston,,,,,,,,,,,,,,,1.0,"San Francisco-Oakland-San Jose, CA",64267.0,2021.0
Feb 2023,61448,93780,42536,3655,201419,155228,46191,Charleston,,,,,,,,,,,,,,,1.0,"Savannah, GA-SC",23433.0,2021.0
Mar 2023,59771,91694,39248,2372,193085,151465,41620,Charleston,,,,,,,,,,,,,,,1.0,"Washington-Baltimore, DC-MD-VA-WV-PA",40243.0,2021.0
Apr 2023,62062,101024,48172,2843,214101,163086,51015,Charleston,,,,,,,,,,,,,,,2.0,"Charleston-North Charleston, SC",9387.0,2021.0
May 2023,55201,99130,41185,3308,198824,154331,44493,Charleston,,,,,,,,,,,,,,,2.0,Everglades (Part of Fort Lauderdale/Miami),63471.0,2021.0
Jun 2023,59485,95831,44794,2982,203092,155316,47776,Charleston,,,,,,,,,,,,,,,2.0,"Los Angeles, CA",643410.0,2021.0
Jul 2023,53827,107777,45272,1258,208134,161604,46530,Charleston,,,,,,,,,,,,,,,2.0,"Los Angeles-Riverside-Orange County, CA-AZ",183682.0,2021.0
Aug 2023,56459,102207,43116,1388,203170,158666,44504,Charleston,,,,,,,,,,,,,,,2.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",88457.0,2021.0
Sep 2023,56296,97331,42804,1777,198208,153627,44581,Charleston,,,,,,,,,,,,,,,2.0,"Norfolk-Virginia Beach-Newport News, VA-NC",14584.0,2021.0
Oct 2023,60519,121155,50843,2489,235006,181674,53332,Charleston,,,,,,,,,,,,,,,2.0,"Portland-Salem, OR-WA",102702.0,2021.0
Nov 2023,59397,98115,41323,2478,201313,157512,43801,Charleston,,,,,,,,,,,,,,,2.0,San Antonio (Part of Long Beach/LA),258507.0,2021.0
Dec 2023,58544,103556,45752,1643,209495,162100,47395,Charleston,,,,,,,,,,,,,,,2.0,"San Francisco-Oakland-San Jose, CA",70820.0,2021.0
Jan 2019,111833,327345,182337,1016,622531,439178,183353,NY NJ,54705.0,,,,,,,,,,,,,,2.0,"Savannah, GA-SC",17668.0,2021.0
Feb 2019,113358,295523,175358,977,585216,408881,176335,NY NJ,49551.0,,,,,,,,,,,,,,2.0,"Washington-Baltimore, DC-MD-VA-WV-PA",35982.0,2021.0
Mar 2019,130038,282981,170777,1302,585098,413019,172079,NY NJ,58877.0,,,,,,,,,,,,,,3.0,"Charleston-North Charleston, SC",9438.0,2021.0
Apr 2019,131311,297825,174577,1550,605263,429136,176127,NY NJ,56911.0,,,,,,,,,,,,,,3.0,Everglades (Part of Fort Lauderdale/Miami),51877.0,2021.0
May 2019,132315,340680,169448,1263,643706,472995,170711,NY NJ,55757.0,,,,,,,,,,,,,,3.0,"Los Angeles, CA",775290.0,2021.0
Jun 2019,122663,301708,185055,1601,611027,424371,186656,NY NJ,53062.0,,,,,,,,,,,,,,3.0,"Los Angeles-Riverside-Orange County, CA-AZ",248585.0,2021.0
Jul 2019,118015,336972,206251,1756,662994,454987,208007,NY NJ,56339.0,,,,,,,,,,,,,,3.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",102408.0,2021.0
Aug 2019,127237,342541,207875,1932,679585,469778,209807,NY NJ,60212.0,,,,,,,,,,,,,,3.0,"Norfolk-Virginia Beach-Newport News, VA-NC",13791.0,2021.0
Sep 2019,116231,315866,191143,1721,624961,432097,192864,NY NJ,53247.0,,,,,,,,,,,,,,3.0,"Portland-Salem, OR-WA",117823.0,2021.0
Oct 2019,127256,339443,198173,1509,666381,466699,199682,NY NJ,57722.0,,,,,,,,,,,,,,3.0,San Antonio (Part of Long Beach/LA),498778.0,2021.0
Nov 2019,119422,301123,177744,1337,599626,420545,179081,NY NJ,54096.0,,,,,,,,,,,,,,3.0,"San Francisco-Oakland-San Jose, CA",75621.0,2021.0
Dec 2019,110768,288964,183467,1544,584743,399732,185011,NY NJ,54508.0,,,,,,,,,,,,,,3.0,"Savannah, GA-SC",25335.0,2021.0
Jan 2020,118488,322643,173892,2001,617024,441131,175893,NY NJ,61415.0,,,,,,,,,,,,,,3.0,"Washington-Baltimore, DC-MD-VA-WV-PA",52563.0,2021.0
Feb 2020,113801,300445,163564,1314,579124,414246,164878,NY NJ,55595.0,,,,,,,,,,,,,,4.0,"Charleston-North Charleston, SC",9126.0,2021.0
Mar 2020,136780,271511,150702,1837,560830,408291,152539,NY NJ,59771.0,,,,,,,,,,,,,,4.0,Everglades (Part of Fort Lauderdale/Miami),47612.0,2021.0
Apr 2020,97312,284074,177254,1289,559929,381386,178543,NY NJ,56479.0,,,,,,,,,,,,,,4.0,"Los Angeles, CA",837031.0,2021.0
May 2020,95462,266004,174942,1004,537412,361466,175946,NY NJ,50499.0,,,,,,,,,,,,,,4.0,"Los Angeles-Riverside-Orange County, CA-AZ",217521.0,2021.0
Jun 2020,97769,264054,146701,2782,511306,361823,149483,NY NJ,49866.0,,,,,,,,,,,,,,4.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",135647.0,2021.0
Jul 2020,102740,326079,175859,2785,607463,428819,178644,NY NJ,53265.0,,,,,,,,,,,,,,4.0,"Norfolk-Virginia Beach-Newport News, VA-NC",15265.0,2021.0
Aug 2020,103067,366887,216430,1981,688365,469954,218411,NY NJ,64892.0,,,,,,,,,,,,,,4.0,"Portland-Salem, OR-WA",115820.0,2021.0
Sep 2020,114690,374649,229523,2107,720969,489339,231630,NY NJ,63988.0,,,,,,,,,,,,,,4.0,San Antonio (Part of Long Beach/LA),476062.0,2021.0
Oct 2020,118281,403103,231741,2312,755437,521384,234053,NY NJ,65677.0,,,,,,,,,,,,,,4.0,"San Francisco-Oakland-San Jose, CA",73315.0,2021.0
Nov 2020,118762,382912,233904,3307,738885,501674,237211,NY NJ,63227.0,,,,,,,,,,,,,,4.0,"Savannah, GA-SC",26476.0,2021.0
Dec 2020,103891,358325,243938,2921,709075,462216,246859,NY NJ,61221.0,,,,,,,,,,,,,,4.0,"Washington-Baltimore, DC-MD-VA-WV-PA",60037.0,2021.0
Jan 2021,108738,371392,239509,1645,721284,480130,241154,NY NJ,68880.0,,,,,,,,,,,,,,5.0,"Charleston-North Charleston, SC",10160.0,2021.0
Feb 2021,94698,334176,193956,2290,625120,428874,196246,NY NJ,49540.0,,,,,,,,,,,,,,5.0,Everglades (Part of Fort Lauderdale/Miami),53997.0,2021.0
Mar 2021,126699,393159,267542,2376,789776,519858,269918,NY NJ,64431.0,,,,,,,,,,,,,,5.0,"Los Angeles, CA",882154.0,2021.0
Apr 2021,121671,359265,229295,2568,712799,480936,231863,NY NJ,63896.0,,,,,,,,,,,,,,5.0,"Los Angeles-Riverside-Orange County, CA-AZ",218858.0,2021.0
May 2021,134458,396417,263257,2291,796693,530875,265818,NY NJ,62026.0,,,,,,,,,,,,,,5.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",141845.0,2021.0
Jun 2021,112987,386771,247964,1678,749400,499758,249642,NY NJ,58446.0,,,,,,,,,,,,,,5.0,"Norfolk-Virginia Beach-Newport News, VA-NC",15167.0,2021.0
Jul 2021,111159,393945,250952,2754,758810,505104,253706,NY NJ,56492.0,,,,,,,,,,,,,,5.0,"Portland-Salem, OR-WA",112569.0,2021.0
Aug 2021,103886,399716,275492,1688,780782,503602,277180,NY NJ,58931.0,,,,,,,,,,,,,,5.0,San Antonio (Part of Long Beach/LA),346230.0,2021.0
Sep 2021,99893,379190,243367,1968,724418,479083,245335,NY NJ,55240.0,,,,,,,,,,,,,,5.0,"San Francisco-Oakland-San Jose, CA",78426.0,2021.0
Oct 2021,120250,398535,275389,2530,796704,518785,277919,NY NJ,60123.0,,,,,,,,,,,,,,5.0,"Savannah, GA-SC",23678.0,2021.0
Nov 2021,118155,382074,257190,1971,759390,500229,259161,NY NJ,55837.0,,,,,,,,,,,,,,5.0,"Washington-Baltimore, DC-MD-VA-WV-PA",55764.0,2021.0
Dec 2021,106136,392348,269244,3025,770753,498484,272269,NY NJ,55252.0,,,,,,,,,,,,,,6.0,"Charleston-North Charleston, SC",9604.0,2021.0
Jan 2022,100663,398215,264475,1697,765050,498878,266172,NY NJ,51899.0,,,,,,,,,,,,,,6.0,Everglades (Part of Fort Lauderdale/Miami),40739.0,2021.0
Feb 2022,103782,385539,269253,674,759248,489321,269927,NY NJ,53977.0,,,,,,,,,,,,,,6.0,"Los Angeles, CA",917104.0,2021.0
Mar 2022,119248,442976,298515,1378,862117,562224,299893,NY NJ,62757.0,,,,,,,,,,,,,,6.0,"Los Angeles-Riverside-Orange County, CA-AZ",213727.0,2021.0
Apr 2022,113536,419658,276313,2279,811786,533194,278592,NY NJ,62196.0,,,,,,,,,,,,,,6.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",166098.0,2021.0
May 2022,118552,426423,298977,1353,845305,544975,300330,NY NJ,62087.0,,,,,,,,,,,,,,6.0,"Norfolk-Virginia Beach-Newport News, VA-NC",16248.0,2021.0
Jun 2022,109843,440804,307646,1660,859953,550647,309306,NY NJ,60513.0,,,,,,,,,,,,,,6.0,"Portland-Salem, OR-WA",105816.0,2021.0
Jul 2022,95823,402969,275554,1821,776167,498792,277375,NY NJ,61421.0,,,,,,,,,,,,,,6.0,San Antonio (Part of Long Beach/LA),556849.0,2021.0
Aug 2022,109058,428721,303662,1750,843191,537779,305412,NY NJ,66750.0,,,,,,,,,,,,,,6.0,"San Francisco-Oakland-San Jose, CA",76070.0,2021.0
Sep 2022,103263,423424,313762,1770,842219,526687,315532,NY NJ,61295.0,,,,,,,,,,,,,,6.0,"Savannah, GA-SC",24704.0,2021.0
Oct 2022,112325,382453,295922,1848,792548,494778,297770,NY NJ,64159.0,,,,,,,,,,,,,,6.0,"Washington-Baltimore, DC-MD-VA-WV-PA",60837.0,2021.0
Nov 2022,110111,349658,261325,1975,723069,459769,263300,NY NJ,53777.0,,,,,,,,,,,,,,7.0,"Charleston-North Charleston, SC",9307.0,2021.0
Dec 2022,102866,303596,204115,2434,613011,406462,206549,NY NJ,45943.0,,,,,,,,,,,,,,7.0,Everglades (Part of Fort Lauderdale/Miami),16059.0,2021.0
Jan 2023,112269,323981,207643,1537,645430,436250,209180,NY NJ,53737.0,,,,,,,,,,,,,,7.0,"Los Angeles, CA",903571.0,2021.0
Feb 2023,98692,288314,182936,1235,571177,387006,184171,NY NJ,45188.0,,,,,,,,,,,,,,7.0,"Los Angeles-Riverside-Orange County, CA-AZ",224851.0,2021.0
